,Generator,Hour,Slot,Dispatch
"('solar1', 9, 1)",solar1,9,1,2.50813304669163
"('ng3', 9, 1)",ng3,9,1,400.0
"('ng0', 9, 1)",ng0,9,1,200.0
"('wind0', 9, 1)",wind0,9,1,9.03205450960549
"('solar0', 9, 1)",solar0,9,1,2.19350504885444
"('solar2', 9, 1)",solar2,9,1,4.21495842207166
"('ng2', 9, 1)",ng2,9,1,63.9381603265362
"('wind2', 9, 1)",wind2,9,1,7.999947034863
"('ng1', 9, 1)",ng1,9,1,150.0
"('ng4', 9, 1)",ng4,9,1,0.0
"('wind1', 9, 1)",wind1,9,1,2.04886631474294
"('solar1', 9, 2)",solar1,9,2,2.54114839681885
"('ng3', 9, 2)",ng3,9,2,400.0
"('ng0', 9, 2)",ng0,9,2,200.0
"('wind0', 9, 2)",wind0,9,2,5.35913269019979
"('solar0', 9, 2)",solar0,9,2,0.908772775688396
"('solar2', 9, 2)",solar2,9,2,2.22835682215066
"('ng2', 9, 2)",ng2,9,2,112.69797608289
"('wind2', 9, 2)",wind2,9,2,6.51777669631113
"('ng1', 9, 2)",ng1,9,2,150.0
"('ng4', 9, 2)",ng4,9,2,0.0
"('wind1', 9, 2)",wind1,9,2,1.86612833387999
"('solar1', 9, 3)",solar1,9,3,2.55880036362084
"('ng3', 9, 3)",ng3,9,3,400.0
"('ng0', 9, 3)",ng0,9,3,200.0
"('wind0', 9, 3)",wind0,9,3,5.25833165323755
"('solar0', 9, 3)",solar0,9,3,2.05929835752419
"('solar2', 9, 3)",solar2,9,3,2.0341847736881
"('ng2', 9, 3)",ng2,9,3,99.4839479098482
"('wind2', 9, 3)",wind2,9,3,4.81677379728253
"('ng1', 9, 3)",ng1,9,3,150.0
"('ng4', 9, 3)",ng4,9,3,0.0
"('wind1', 9, 3)",wind1,9,3,2.31050203420127
"('solar1', 9, 4)",solar1,9,4,2.36613105793543
"('ng3', 9, 4)",ng3,9,4,400.0
"('ng0', 9, 4)",ng0,9,4,200.0
"('wind0', 9, 4)",wind0,9,4,7.02949847877426
"('solar0', 9, 4)",solar0,9,4,0.505177352030446
"('solar2', 9, 4)",solar2,9,4,3.1858010475826
"('ng2', 9, 4)",ng2,9,4,60.9992841885905
"('wind2', 9, 4)",wind2,9,4,5.89568407562835
"('ng1', 9, 4)",ng1,9,4,150.0
"('ng4', 9, 4)",ng4,9,4,0.0
"('wind1', 9, 4)",wind1,9,4,4.01179355307873
"('solar1', 9, 5)",solar1,9,5,1.35372856530192
"('ng3', 9, 5)",ng3,9,5,400.0
"('ng0', 9, 5)",ng0,9,5,200.0
"('wind0', 9, 5)",wind0,9,5,10.1959745151294
"('solar0', 9, 5)",solar0,9,5,1.12620007810295
"('solar2', 9, 5)",solar2,9,5,3.56084484329954
"('ng2', 9, 5)",ng2,9,5,84.0256639391557
"('wind2', 9, 5)",wind2,9,5,7.17809593195571
"('ng1', 9, 5)",ng1,9,5,150.0
"('ng4', 9, 5)",ng4,9,5,0.0
"('wind1', 9, 5)",wind1,9,5,4.62246699447545
"('solar1', 9, 6)",solar1,9,6,2.25700213191068
"('ng3', 9, 6)",ng3,9,6,400.0
"('ng0', 9, 6)",ng0,9,6,200.0
"('wind0', 9, 6)",wind0,9,6,12.6672165000411
"('solar0', 9, 6)",solar0,9,6,1.75514165310183
"('solar2', 9, 6)",solar2,9,6,1.21702093075036
"('ng2', 9, 6)",ng2,9,6,90.8466935769268
"('wind2', 9, 6)",wind2,9,6,8.73137409913466
"('ng1', 9, 6)",ng1,9,6,150.0
"('ng4', 9, 6)",ng4,9,6,0.0
"('wind1', 9, 6)",wind1,9,6,5.05877710642754
"('solar1', 10, 1)",solar1,10,1,10.6226513961969
"('ng3', 10, 1)",ng3,10,1,400.0
"('ng0', 10, 1)",ng0,10,1,200.0
"('wind0', 10, 1)",wind0,10,1,13.9767801911664
"('solar0', 10, 1)",solar0,10,1,4.54587234402711
"('solar2', 10, 1)",solar2,10,1,11.1052202995077
"('ng2', 10, 1)",ng2,10,1,103.019948264012
"('wind2', 10, 1)",wind2,10,1,10.0410905424913
"('ng1', 10, 1)",ng1,10,1,150.0
"('ng4', 10, 1)",ng4,10,1,0.0
"('wind1', 10, 1)",wind1,10,1,6.48690607457348
"('solar1', 10, 2)",solar1,10,2,11.6784464689806
"('ng3', 10, 2)",ng3,10,2,400.0
"('ng0', 10, 2)",ng0,10,2,200.0
"('wind0', 10, 2)",wind0,10,2,16.4243717393202
"('solar0', 10, 2)",solar0,10,2,5.99846823518264
"('solar2', 10, 2)",solar2,10,2,5.46558666314647
"('ng2', 10, 2)",ng2,10,2,42.2285685542393
"('wind2', 10, 2)",wind2,10,2,9.2912536696043
"('ng1', 10, 2)",ng1,10,2,150.0
"('ng4', 10, 2)",ng4,10,2,0.0
"('wind1', 10, 2)",wind1,10,2,8.27128372449028
"('solar1', 10, 3)",solar1,10,3,12.5965923814285
"('ng3', 10, 3)",ng3,10,3,400.0
"('ng0', 10, 3)",ng0,10,3,200.0
"('wind0', 10, 3)",wind0,10,3,17.6458040417042
"('solar0', 10, 3)",solar0,10,3,4.55213223934163
"('solar2', 10, 3)",solar2,10,3,11.8970112121407
"('ng2', 10, 3)",ng2,10,3,87.2814389581836
"('wind2', 10, 3)",wind2,10,3,10.0447351862078
"('ng1', 10, 3)",ng1,10,3,150.0
"('ng4', 10, 3)",ng4,10,3,0.0
"('wind1', 10, 3)",wind1,10,3,8.7773286182293
"('solar1', 10, 4)",solar1,10,4,5.75895978631087
"('ng3', 10, 4)",ng3,10,4,400.0
"('ng0', 10, 4)",ng0,10,4,200.0
"('wind0', 10, 4)",wind0,10,4,27.4844574541279
"('solar0', 10, 4)",solar0,10,4,3.60850190554375
"('solar2', 10, 4)",solar2,10,4,9.13291215134136
"('ng2', 10, 4)",ng2,10,4,56.0444957684379
"('wind2', 10, 4)",wind2,10,4,10.8681829036044
"('ng1', 10, 4)",ng1,10,4,150.0
"('ng4', 10, 4)",ng4,10,4,0.0
"('wind1', 10, 4)",wind1,10,4,10.0822668076768
"('solar1', 10, 5)",solar1,10,5,11.6063340700531
"('ng3', 10, 5)",ng3,10,5,400.0
"('ng0', 10, 5)",ng0,10,5,200.0
"('wind0', 10, 5)",wind0,10,5,31.4863734323599
"('solar0', 10, 5)",solar0,10,5,5.18393572425667
"('solar2', 10, 5)",solar2,10,5,8.09953525988251
"('ng2', 10, 5)",ng2,10,5,76.1584361035637
"('wind2', 10, 5)",wind2,10,5,14.5625573902751
"('ng1', 10, 5)",ng1,10,5,150.0
"('ng4', 10, 5)",ng4,10,5,0.0
"('wind1', 10, 5)",wind1,10,5,10.2668466738505
"('solar1', 10, 6)",solar1,10,6,11.7965098023538
"('ng3', 10, 6)",ng3,10,6,400.0
"('ng0', 10, 6)",ng0,10,6,200.0
"('wind0', 10, 6)",wind0,10,6,34.0027612640248
"('solar0', 10, 6)",solar0,10,6,8.49592022790221
"('solar2', 10, 6)",solar2,10,6,12.1813598869118
"('ng2', 10, 6)",ng2,10,6,54.7281882434461
"('wind2', 10, 6)",wind2,10,6,14.2482959331608
"('ng1', 10, 6)",ng1,10,6,150.0
"('ng4', 10, 6)",ng4,10,6,0.0
"('wind1', 10, 6)",wind1,10,6,11.4122224090961
"('solar1', 11, 1)",solar1,11,1,9.47530861845582
"('ng3', 11, 1)",ng3,11,1,400.0
"('ng0', 11, 1)",ng0,11,1,200.0
"('wind0', 11, 1)",wind0,11,1,33.5841516691301
"('solar0', 11, 1)",solar0,11,1,15.4897948131859
"('solar2', 11, 1)",solar2,11,1,13.8656524337038
"('ng2', 11, 1)",ng2,11,1,16.9227333202263
"('wind2', 11, 1)",wind2,11,1,14.6311442750582
"('ng1', 11, 1)",ng1,11,1,150.0
"('ng4', 11, 1)",ng4,11,1,0.0
"('wind1', 11, 1)",wind1,11,1,12.0811011247914
"('solar1', 11, 2)",solar1,11,2,9.85099410116059
"('ng3', 11, 2)",ng3,11,2,400.0
"('ng0', 11, 2)",ng0,11,2,200.0
"('wind0', 11, 2)",wind0,11,2,32.0048045781006
"('solar0', 11, 2)",solar0,11,2,12.6207882451181
"('solar2', 11, 2)",solar2,11,2,12.6420774226263
"('ng2', 11, 2)",ng2,11,2,63.8663683315467
"('wind2', 11, 2)",wind2,11,2,15.3495048799484
"('ng1', 11, 2)",ng1,11,2,150.0
"('ng4', 11, 2)",ng4,11,2,0.0
"('wind1', 11, 2)",wind1,11,2,12.3821468973662
"('solar1', 11, 3)",solar1,11,3,11.551148577417
"('ng3', 11, 3)",ng3,11,3,400.0
"('ng0', 11, 3)",ng0,11,3,200.0
"('wind0', 11, 3)",wind0,11,3,29.213199939104
"('solar0', 11, 3)",solar0,11,3,6.01321009091573
"('solar2', 11, 3)",solar2,11,3,10.9166350653655
"('ng2', 11, 3)",ng2,11,3,24.5340467030358
"('wind2', 11, 3)",wind2,11,3,17.1944105504753
"('ng1', 11, 3)",ng1,11,3,150.0
"('ng4', 11, 3)",ng4,11,3,0.0
"('wind1', 11, 3)",wind1,11,3,12.2457451361048
"('solar1', 11, 4)",solar1,11,4,11.3098518722956
"('ng3', 11, 4)",ng3,11,4,400.0
"('ng0', 11, 4)",ng0,11,4,200.0
"('wind0', 11, 4)",wind0,11,4,24.3180367463555
"('solar0', 11, 4)",solar0,11,4,10.1142315524051
"('solar2', 11, 4)",solar2,11,4,6.03322761026716
"('ng2', 11, 4)",ng2,11,4,76.8037485299399
"('wind2', 11, 4)",wind2,11,4,17.4639749646151
"('ng1', 11, 4)",ng1,11,4,150.0
"('ng4', 11, 4)",ng4,11,4,0.0
"('wind1', 11, 4)",wind1,11,4,12.9465149544099
"('solar1', 11, 5)",solar1,11,5,23.0150339901926
"('ng3', 11, 5)",ng3,11,5,400.0
"('ng0', 11, 5)",ng0,11,5,200.0
"('wind0', 11, 5)",wind0,11,5,24.1715525593973
"('solar0', 11, 5)",solar0,11,5,4.39875086573646
"('solar2', 11, 5)",solar2,11,5,10.9238879673232
"('ng2', 11, 5)",ng2,11,5,34.4432300710621
"('wind2', 11, 5)",wind2,11,5,18.1221633183693
"('ng1', 11, 5)",ng1,11,5,150.0
"('ng4', 11, 5)",ng4,11,5,0.0
"('wind1', 11, 5)",wind1,11,5,11.9569143645222
"('solar1', 11, 6)",solar1,11,6,18.0188531044346
"('ng3', 11, 6)",ng3,11,6,400.0
"('ng0', 11, 6)",ng0,11,6,200.0
"('wind0', 11, 6)",wind0,11,6,21.5797081185726
"('solar0', 11, 6)",solar0,11,6,9.51307953234585
"('solar2', 11, 6)",solar2,11,6,10.6569761924063
"('ng2', 11, 6)",ng2,11,6,46.584928761599
"('wind2', 11, 6)",wind2,11,6,20.1437377623938
"('ng1', 11, 6)",ng1,11,6,150.0
"('ng4', 11, 6)",ng4,11,6,0.0
"('wind1', 11, 6)",wind1,11,6,14.5545024576205
"('solar1', 12, 1)",solar1,12,1,18.5191298833042
"('ng3', 12, 1)",ng3,12,1,400.0
"('ng0', 12, 1)",ng0,12,1,200.0
"('wind0', 12, 1)",wind0,12,1,24.704512711244
"('solar0', 12, 1)",solar0,12,1,14.4898670823345
"('solar2', 12, 1)",solar2,12,1,23.4196938810325
"('ng2', 12, 1)",ng2,12,1,39.7479432502933
"('wind2', 12, 1)",wind2,12,1,19.4275461678669
"('ng1', 12, 1)",ng1,12,1,150.0
"('ng4', 12, 1)",ng4,12,1,0.0
"('wind1', 12, 1)",wind1,12,1,11.645412892791
"('solar1', 12, 2)",solar1,12,2,14.3960356734583
"('ng3', 12, 2)",ng3,12,2,400.0
"('ng0', 12, 2)",ng0,12,2,200.0
"('wind0', 12, 2)",wind0,12,2,29.4324667372496
"('solar0', 12, 2)",solar0,12,2,16.1408222590449
"('solar2', 12, 2)",solar2,12,2,20.8064428695408
"('ng2', 12, 2)",ng2,12,2,82.900542273859
"('wind2', 12, 2)",wind2,12,2,21.2834940200953
"('ng1', 12, 2)",ng1,12,2,150.0
"('ng4', 12, 2)",ng4,12,2,0.0
"('wind1', 12, 2)",wind1,12,2,14.108856345561
"('solar1', 12, 3)",solar1,12,3,25.0715779168729
"('ng3', 12, 3)",ng3,12,3,400.0
"('ng0', 12, 3)",ng0,12,3,200.0
"('wind0', 12, 3)",wind0,12,3,27.1700464212276
"('solar0', 12, 3)",solar0,12,3,16.7440370087571
"('solar2', 12, 3)",solar2,12,3,10.4382570355726
"('ng2', 12, 3)",ng2,12,3,19.9149018972383
"('wind2', 12, 3)",wind2,12,3,22.9021523326962
"('ng1', 12, 3)",ng1,12,3,150.0
"('ng4', 12, 3)",ng4,12,3,0.0
"('wind1', 12, 3)",wind1,12,3,17.2205719713653
"('solar1', 12, 4)",solar1,12,4,12.9676909154822
"('ng3', 12, 4)",ng3,12,4,400.0
"('ng0', 12, 4)",ng0,12,4,200.0
"('wind0', 12, 4)",wind0,12,4,26.199985487665
"('solar0', 12, 4)",solar0,12,4,8.93782823264509
"('solar2', 12, 4)",solar2,12,4,14.6142603605948
"('ng2', 12, 4)",ng2,12,4,42.4793215256282
"('wind2', 12, 4)",wind2,12,4,21.8435917908479
"('ng1', 12, 4)",ng1,12,4,150.0
"('ng4', 12, 4)",ng4,12,4,0.0
"('wind1', 12, 4)",wind1,12,4,15.9893591643903
"('solar1', 12, 5)",solar1,12,5,17.0282139539106
"('ng3', 12, 5)",ng3,12,5,400.0
"('ng0', 12, 5)",ng0,12,5,200.0
"('wind0', 12, 5)",wind0,12,5,26.30274041366
"('solar0', 12, 5)",solar0,12,5,11.6250529123698
"('solar2', 12, 5)",solar2,12,5,20.3596834842058
"('ng2', 12, 5)",ng2,12,5,0.0
"('wind2', 12, 5)",wind2,12,5,25.0360436036962
"('ng1', 12, 5)",ng1,12,5,147.456857362336
"('ng4', 12, 5)",ng4,12,5,0.0
"('wind1', 12, 5)",wind1,12,5,16.6560156187333
"('solar1', 12, 6)",solar1,12,6,18.8974960837169
"('ng3', 12, 6)",ng3,12,6,400.0
"('ng0', 12, 6)",ng0,12,6,200.0
"('wind0', 12, 6)",wind0,12,6,21.2318966689954
"('solar0', 12, 6)",solar0,12,6,10.4445195371644
"('solar2', 12, 6)",solar2,12,6,13.4996579773142
"('ng2', 12, 6)",ng2,12,6,35.3538982352567
"('wind2', 12, 6)",wind2,12,6,24.3653245399455
"('ng1', 12, 6)",ng1,12,6,150.0
"('ng4', 12, 6)",ng4,12,6,0.0
"('wind1', 12, 6)",wind1,12,6,15.96665779031
"('solar1', 13, 1)",solar1,13,1,13.6689118315252
"('ng3', 13, 1)",ng3,13,1,400.0
"('ng0', 13, 1)",ng0,13,1,200.0
"('wind0', 13, 1)",wind0,13,1,23.3224438704698
"('solar0', 13, 1)",solar0,13,1,16.8112548864517
"('solar2', 13, 1)",solar2,13,1,15.8250730479691
"('ng2', 13, 1)",ng2,13,1,50.1892917811667
"('wind2', 13, 1)",wind2,13,1,24.8515309319373
"('ng1', 13, 1)",ng1,13,1,150.0
"('ng4', 13, 1)",ng4,13,1,0.0
"('wind1', 13, 1)",wind1,13,1,13.5534863636929
"('solar1', 13, 2)",solar1,13,2,22.4343322564874
"('ng3', 13, 2)",ng3,13,2,400.0
"('ng0', 13, 2)",ng0,13,2,200.0
"('wind0', 13, 2)",wind0,13,2,20.3530623931824
"('solar0', 13, 2)",solar0,13,2,9.03516758796617
"('solar2', 13, 2)",solar2,13,2,12.5704732937848
"('ng2', 13, 2)",ng2,13,2,71.7229856525461
"('wind2', 13, 2)",wind2,13,2,28.9374156336828
"('ng1', 13, 2)",ng1,13,2,150.0
"('ng4', 13, 2)",ng4,13,2,0.0
"('wind1', 13, 2)",wind1,13,2,14.7505945543165
"('solar1', 13, 3)",solar1,13,3,21.6142997973028
"('ng3', 13, 3)",ng3,13,3,400.0
"('ng0', 13, 3)",ng0,13,3,200.0
"('wind0', 13, 3)",wind0,13,3,16.2642731863574
"('solar0', 13, 3)",solar0,13,3,12.5218807151141
"('solar2', 13, 3)",solar2,13,3,17.7885301915379
"('ng2', 13, 3)",ng2,13,3,40.4532356955588
"('wind2', 13, 3)",wind2,13,3,24.0039483099789
"('ng1', 13, 3)",ng1,13,3,150.0
"('ng4', 13, 3)",ng4,13,3,0.0
"('wind1', 13, 3)",wind1,13,3,12.0252348984599
"('solar1', 13, 4)",solar1,13,4,13.5209866935594
"('ng3', 13, 4)",ng3,13,4,400.0
"('ng0', 13, 4)",ng0,13,4,200.0
"('wind0', 13, 4)",wind0,13,4,15.8902247697875
"('solar0', 13, 4)",solar0,13,4,10.333939655259
"('solar2', 13, 4)",solar2,13,4,19.1910730302222
"('ng2', 13, 4)",ng2,13,4,67.3553703095623
"('wind2', 13, 4)",wind2,13,4,25.4354906444054
"('ng1', 13, 4)",ng1,13,4,150.0
"('ng4', 13, 4)",ng4,13,4,0.0
"('wind1', 13, 4)",wind1,13,4,14.8111504784034
"('solar1', 13, 5)",solar1,13,5,18.0758549916625
"('ng3', 13, 5)",ng3,13,5,400.0
"('ng0', 13, 5)",ng0,13,5,200.0
"('wind0', 13, 5)",wind0,13,5,19.2797588879114
"('solar0', 13, 5)",solar0,13,5,10.0416988849516
"('solar2', 13, 5)",solar2,13,5,15.3979246518841
"('ng2', 13, 5)",ng2,13,5,53.8737663866152
"('wind2', 13, 5)",wind2,13,5,22.8728207540299
"('ng1', 13, 5)",ng1,13,5,150.0
"('ng4', 13, 5)",ng4,13,5,0.0
"('wind1', 13, 5)",wind1,13,5,12.3690554351755
"('solar1', 13, 6)",solar1,13,6,23.5141151937178
"('ng3', 13, 6)",ng3,13,6,400.0
"('ng0', 13, 6)",ng0,13,6,200.0
"('wind0', 13, 6)",wind0,13,6,18.4474460492378
"('solar0', 13, 6)",solar0,13,6,19.0523122194616
"('solar2', 13, 6)",solar2,13,6,35.4857745098248
"('ng2', 13, 6)",ng2,13,6,7.14316003225032
"('wind2', 13, 6)",wind2,13,6,23.5962571378493
"('ng1', 13, 6)",ng1,13,6,150.0
"('ng4', 13, 6)",ng4,13,6,0.0
"('wind1', 13, 6)",wind1,13,6,10.4132106061014
"('solar1', 14, 1)",solar1,14,1,12.3498109260986
"('ng3', 14, 1)",ng3,14,1,400.0
"('ng0', 14, 1)",ng0,14,1,200.0
"('wind0', 14, 1)",wind0,14,1,14.8909296101622
"('solar0', 14, 1)",solar0,14,1,6.00035528763555
"('solar2', 14, 1)",solar2,14,1,24.8763599152944
"('ng2', 14, 1)",ng2,14,1,43.576184689972
"('wind2', 14, 1)",wind2,14,1,27.3820794432494
"('ng1', 14, 1)",ng1,14,1,150.0
"('ng4', 14, 1)",ng4,14,1,0.0
"('wind1', 14, 1)",wind1,14,1,13.8710293266943
"('solar1', 14, 2)",solar1,14,2,12.6799397134607
"('ng3', 14, 2)",ng3,14,2,400.0
"('ng0', 14, 2)",ng0,14,2,200.0
"('wind0', 14, 2)",wind0,14,2,19.6700034916409
"('solar0', 14, 2)",solar0,14,2,6.45551743265021
"('solar2', 14, 2)",solar2,14,2,15.9010588458486
"('ng2', 14, 2)",ng2,14,2,60.1435885159746
"('wind2', 14, 2)",wind2,14,2,25.2960795677202
"('ng1', 14, 2)",ng1,14,2,150.0
"('ng4', 14, 2)",ng4,14,2,0.0
"('wind1', 14, 2)",wind1,14,2,18.3436150368958
"('solar1', 14, 3)",solar1,14,3,17.1916996629355
"('ng3', 14, 3)",ng3,14,3,400.0
"('ng0', 14, 3)",ng0,14,3,200.0
"('wind0', 14, 3)",wind0,14,3,17.1962341391113
"('solar0', 14, 3)",solar0,14,3,14.3772088288282
"('solar2', 14, 3)",solar2,14,3,20.023029600229
"('ng2', 14, 3)",ng2,14,3,42.5942002928296
"('wind2', 14, 3)",wind2,14,3,27.3152074748699
"('ng1', 14, 3)",ng1,14,3,150.0
"('ng4', 14, 3)",ng4,14,3,0.0
"('wind1', 14, 3)",wind1,14,3,19.4412912948449
"('solar1', 14, 4)",solar1,14,4,15.3360852153927
"('ng3', 14, 4)",ng3,14,4,400.0
"('ng0', 14, 4)",ng0,14,4,200.0
"('wind0', 14, 4)",wind0,14,4,15.0582299266458
"('solar0', 14, 4)",solar0,14,4,14.2400751323902
"('solar2', 14, 4)",solar2,14,4,20.0852936120449
"('ng2', 14, 4)",ng2,14,4,20.4100304467506
"('wind2', 14, 4)",wind2,14,4,28.1249541877885
"('ng1', 14, 4)",ng1,14,4,150.0
"('ng4', 14, 4)",ng4,14,4,0.0
"('wind1', 14, 4)",wind1,14,4,20.352133383655
"('solar1', 14, 5)",solar1,14,5,10.16054713207
"('ng3', 14, 5)",ng3,14,5,400.0
"('ng0', 14, 5)",ng0,14,5,200.0
"('wind0', 14, 5)",wind0,14,5,23.2351755264079
"('solar0', 14, 5)",solar0,14,5,11.6414651638017
"('solar2', 14, 5)",solar2,14,5,7.17505097410249
"('ng2', 14, 5)",ng2,14,5,21.5895204645643
"('wind2', 14, 5)",wind2,14,5,30.2628261970975
"('ng1', 14, 5)",ng1,14,5,150.0
"('ng4', 14, 5)",ng4,14,5,0.0
"('wind1', 14, 5)",wind1,14,5,15.0999831890226
"('solar1', 14, 6)",solar1,14,6,11.3702799613989
"('ng3', 14, 6)",ng3,14,6,400.0
"('ng0', 14, 6)",ng0,14,6,200.0
"('wind0', 14, 6)",wind0,14,6,22.5516865700801
"('solar0', 14, 6)",solar0,14,6,12.8706363942715
"('solar2', 14, 6)",solar2,14,6,20.3853535985015
"('ng2', 14, 6)",ng2,14,6,55.6027680818816
"('wind2', 14, 6)",wind2,14,6,25.6240647399254
"('ng1', 14, 6)",ng1,14,6,150.0
"('ng4', 14, 6)",ng4,14,6,0.0
"('wind1', 14, 6)",wind1,14,6,13.5774954486374
"('solar1', 15, 1)",solar1,15,1,12.5863360146267
"('ng3', 15, 1)",ng3,15,1,400.0
"('ng0', 15, 1)",ng0,15,1,200.0
"('wind0', 15, 1)",wind0,15,1,21.9194138244838
"('solar0', 15, 1)",solar0,15,1,11.521529491311
"('solar2', 15, 1)",solar2,15,1,15.6525401262181
"('ng2', 15, 1)",ng2,15,1,33.7529969011573
"('wind2', 15, 1)",wind2,15,1,30.770220231148
"('ng1', 15, 1)",ng1,15,1,150.0
"('ng4', 15, 1)",ng4,15,1,0.0
"('wind1', 15, 1)",wind1,15,1,15.759356754713
"('solar1', 15, 2)",solar1,15,2,18.4724393069951
"('ng3', 15, 2)",ng3,15,2,400.0
"('ng0', 15, 2)",ng0,15,2,200.0
"('wind0', 15, 2)",wind0,15,2,23.0115006728177
"('solar0', 15, 2)",solar0,15,2,26.9470492336325
"('solar2', 15, 2)",solar2,15,2,17.6898569817148
"('ng2', 15, 2)",ng2,15,2,24.6288563077095
"('wind2', 15, 2)",wind2,15,2,30.0864451974559
"('ng1', 15, 2)",ng1,15,2,150.0
"('ng4', 15, 2)",ng4,15,2,0.0
"('wind1', 15, 2)",wind1,15,2,11.8528749885939
"('solar1', 15, 3)",solar1,15,3,14.7477983434892
"('ng3', 15, 3)",ng3,15,3,400.0
"('ng0', 15, 3)",ng0,15,3,200.0
"('wind0', 15, 3)",wind0,15,3,16.541238046248
"('solar0', 15, 3)",solar0,15,3,17.6220141624947
"('solar2', 15, 3)",solar2,15,3,16.8636838743836
"('ng2', 15, 3)",ng2,15,3,12.2551754827475
"('wind2', 15, 3)",wind2,15,3,26.1736863023813
"('ng1', 15, 3)",ng1,15,3,150.0
"('ng4', 15, 3)",ng4,15,3,0.0
"('wind1', 15, 3)",wind1,15,3,10.1748276123713
"('solar1', 15, 4)",solar1,15,4,15.2685290128343
"('ng3', 15, 4)",ng3,15,4,400.0
"('ng0', 15, 4)",ng0,15,4,200.0
"('wind0', 15, 4)",wind0,15,4,40.6826942318703
"('solar0', 15, 4)",solar0,15,4,8.11548832062295
"('solar2', 15, 4)",solar2,15,4,17.1430900894047
"('ng2', 15, 4)",ng2,15,4,0.0
"('wind2', 15, 4)",wind2,15,4,23.3881862239827
"('ng1', 15, 4)",ng1,15,4,146.776160006667
"('ng4', 15, 4)",ng4,15,4,0.0
"('wind1', 15, 4)",wind1,15,4,10.7518954711264
"('solar1', 15, 5)",solar1,15,5,15.5988162114655
"('ng3', 15, 5)",ng3,15,5,400.0
"('ng0', 15, 5)",ng0,15,5,200.0
"('wind0', 15, 5)",wind0,15,5,77.652353691639
"('solar0', 15, 5)",solar0,15,5,11.5720114982709
"('solar2', 15, 5)",solar2,15,5,12.8550547743166
"('ng2', 15, 5)",ng2,15,5,0.0
"('wind2', 15, 5)",wind2,15,5,26.4206256984248
"('ng1', 15, 5)",ng1,15,5,147.702872895447
"('ng4', 15, 5)",ng4,15,5,0.0
"('wind1', 15, 5)",wind1,15,5,19.0485721116784
"('solar1', 15, 6)",solar1,15,6,17.2812413722826
"('ng3', 15, 6)",ng3,15,6,400.0
"('ng0', 15, 6)",ng0,15,6,200.0
"('wind0', 15, 6)",wind0,15,6,51.670870805411
"('solar0', 15, 6)",solar0,15,6,10.1484908563682
"('solar2', 15, 6)",solar2,15,6,16.7337473685838
"('ng2', 15, 6)",ng2,15,6,0.0
"('wind2', 15, 6)",wind2,15,6,27.3461887983493
"('ng1', 15, 6)",ng1,15,6,105.494498920955
"('ng4', 15, 6)",ng4,15,6,0.0
"('wind1', 15, 6)",wind1,15,6,23.3282538277396
"('solar1', 16, 1)",solar1,16,1,11.7790403658489
"('ng3', 16, 1)",ng3,16,1,400.0
"('ng0', 16, 1)",ng0,16,1,200.0
"('wind0', 16, 1)",wind0,16,1,29.9176845373741
"('solar0', 16, 1)",solar0,16,1,10.0957375066459
"('solar2', 16, 1)",solar2,16,1,11.342049174425
"('ng2', 16, 1)",ng2,16,1,11.584778613505
"('wind2', 16, 1)",wind2,16,1,22.815015436725
"('ng1', 16, 1)",ng1,16,1,150.0
"('ng4', 16, 1)",ng4,16,1,0.0
"('wind1', 16, 1)",wind1,16,1,25.6288138177788
"('solar1', 16, 2)",solar1,16,2,12.3769228095938
"('ng3', 16, 2)",ng3,16,2,400.0
"('ng0', 16, 2)",ng0,16,2,200.0
"('wind0', 16, 2)",wind0,16,2,28.1418018998426
"('solar0', 16, 2)",solar0,16,2,9.76731542558276
"('solar2', 16, 2)",solar2,16,2,3.43951346059153
"('ng2', 16, 2)",ng2,16,2,0.0
"('wind2', 16, 2)",wind2,16,2,23.9778336232783
"('ng1', 16, 2)",ng1,16,2,140.142162078514
"('ng4', 16, 2)",ng4,16,2,0.0
"('wind1', 16, 2)",wind1,16,2,23.9987298556107
"('solar1', 16, 3)",solar1,16,3,21.667267659704
"('ng3', 16, 3)",ng3,16,3,400.0
"('ng0', 16, 3)",ng0,16,3,200.0
"('wind0', 16, 3)",wind0,16,3,26.1120849373785
"('solar0', 16, 3)",solar0,16,3,10.4216271018322
"('solar2', 16, 3)",solar2,16,3,20.4696825067494
"('ng2', 16, 3)",ng2,16,3,0.0
"('wind2', 16, 3)",wind2,16,3,24.7906958974785
"('ng1', 16, 3)",ng1,16,3,115.58474994139
"('ng4', 16, 3)",ng4,16,3,0.0
"('wind1', 16, 3)",wind1,16,3,20.7214351956561
"('solar1', 16, 4)",solar1,16,4,17.4909637606285
"('ng3', 16, 4)",ng3,16,4,400.0
"('ng0', 16, 4)",ng0,16,4,200.0
"('wind0', 16, 4)",wind0,16,4,29.5435049421428
"('solar0', 16, 4)",solar0,16,4,5.289371707492
"('solar2', 16, 4)",solar2,16,4,14.0988495153434
"('ng2', 16, 4)",ng2,16,4,50.5718783447046
"('wind2', 16, 4)",wind2,16,4,29.4272019854733
"('ng1', 16, 4)",ng1,16,4,150.0
"('ng4', 16, 4)",ng4,16,4,0.0
"('wind1', 16, 4)",wind1,16,4,21.7233768843921
"('solar1', 16, 5)",solar1,16,5,9.85226834537444
"('ng3', 16, 5)",ng3,16,5,400.0
