,Generator,Hour,Slot,Dispatch
"('ng2', 3, 3)",ng2,3,3,0.0
"('wind2', 3, 3)",wind2,3,3,42.0030685646299
"('ng1', 3, 3)",ng1,3,3,22.2193048454946
"('ng4', 3, 3)",ng4,3,3,0.0
"('wind1', 3, 3)",wind1,3,3,4.01195875001601
"('solar1', 3, 4)",solar1,3,4,0.0
"('ng3', 3, 4)",ng3,3,4,400.0
"('ng0', 3, 4)",ng0,3,4,200.0
"('wind0', 3, 4)",wind0,3,4,33.479206614587
"('solar0', 3, 4)",solar0,3,4,0.0
"('solar2', 3, 4)",solar2,3,4,0.0
"('ng2', 3, 4)",ng2,3,4,0.0
"('wind2', 3, 4)",wind2,3,4,35.9238932849316
"('ng1', 3, 4)",ng1,3,4,64.4300656946303
"('ng4', 3, 4)",ng4,3,4,0.0
"('wind1', 3, 4)",wind1,3,4,3.86304882115146
"('solar1', 3, 5)",solar1,3,5,0.0
"('ng3', 3, 5)",ng3,3,5,400.0
"('ng0', 3, 5)",ng0,3,5,200.0
"('wind0', 3, 5)",wind0,3,5,36.5006312972245
"('solar0', 3, 5)",solar0,3,5,0.0
"('solar2', 3, 5)",solar2,3,5,0.0
"('ng2', 3, 5)",ng2,3,5,0.0
"('wind2', 3, 5)",wind2,3,5,38.5480019392164
"('ng1', 3, 5)",ng1,3,5,54.3162071155965
"('ng4', 3, 5)",ng4,3,5,0.0
"('wind1', 3, 5)",wind1,3,5,4.9618411063958
"('solar1', 3, 6)",solar1,3,6,0.0
"('ng3', 3, 6)",ng3,3,6,400.0
"('ng0', 3, 6)",ng0,3,6,200.0
"('wind0', 3, 6)",wind0,3,6,36.4333553715949
"('solar0', 3, 6)",solar0,3,6,0.0
"('solar2', 3, 6)",solar2,3,6,0.0
"('ng2', 3, 6)",ng2,3,6,0.0
"('wind2', 3, 6)",wind2,3,6,37.1560900970026
"('ng1', 3, 6)",ng1,3,6,23.5169495230042
"('ng4', 3, 6)",ng4,3,6,0.0
"('wind1', 3, 6)",wind1,3,6,5.88146424770413
"('solar1', 4, 1)",solar1,4,1,0.0
"('ng3', 4, 1)",ng3,4,1,400.0
"('ng0', 4, 1)",ng0,4,1,200.0
"('wind0', 4, 1)",wind0,4,1,32.1492055055036
"('solar0', 4, 1)",solar0,4,1,0.0
"('solar2', 4, 1)",solar2,4,1,0.0
"('ng2', 4, 1)",ng2,4,1,0.0
"('wind2', 4, 1)",wind2,4,1,37.5185867216055
"('ng1', 4, 1)",ng1,4,1,26.6232742313334
"('ng4', 4, 1)",ng4,4,1,0.0
"('wind1', 4, 1)",wind1,4,1,6.51584178975798
"('solar1', 4, 2)",solar1,4,2,0.0
"('ng3', 4, 2)",ng3,4,2,400.0
"('ng0', 4, 2)",ng0,4,2,200.0
"('wind0', 4, 2)",wind0,4,2,31.0670636930073
"('solar0', 4, 2)",solar0,4,2,0.0
"('solar2', 4, 2)",solar2,4,2,0.0
"('ng2', 4, 2)",ng2,4,2,0.0
"('wind2', 4, 2)",wind2,4,2,32.0730037411276
"('ng1', 4, 2)",ng1,4,2,42.8502323867907
"('ng4', 4, 2)",ng4,4,2,0.0
"('wind1', 4, 2)",wind1,4,2,6.91424611020565
"('solar1', 4, 3)",solar1,4,3,0.0
"('ng3', 4, 3)",ng3,4,3,400.0
"('ng0', 4, 3)",ng0,4,3,200.0
"('wind0', 4, 3)",wind0,4,3,26.720898749837
"('solar0', 4, 3)",solar0,4,3,0.0
"('solar2', 4, 3)",solar2,4,3,0.0
"('ng2', 4, 3)",ng2,4,3,0.0
"('wind2', 4, 3)",wind2,4,3,33.335809357925
"('ng1', 4, 3)",ng1,4,3,16.2320379050334
"('ng4', 4, 3)",ng4,4,3,0.0
"('wind1', 4, 3)",wind1,4,3,6.09881022248436
"('solar1', 4, 4)",solar1,4,4,0.0
"('ng3', 4, 4)",ng3,4,4,400.0
"('ng0', 4, 4)",ng0,4,4,200.0
"('wind0', 4, 4)",wind0,4,4,28.8882034448645
"('solar0', 4, 4)",solar0,4,4,0.0
"('solar2', 4, 4)",solar2,4,4,0.0
"('ng2', 4, 4)",ng2,4,4,0.0
"('wind2', 4, 4)",wind2,4,4,32.246667866644
"('ng1', 4, 4)",ng1,4,4,41.1762265274652
"('ng4', 4, 4)",ng4,4,4,0.0
"('wind1', 4, 4)",wind1,4,4,4.65982272968707
"('solar1', 4, 5)",solar1,4,5,0.0
"('ng3', 4, 5)",ng3,4,5,400.0
"('ng0', 4, 5)",ng0,4,5,200.0
"('wind0', 4, 5)",wind0,4,5,32.9304642161692
"('solar0', 4, 5)",solar0,4,5,0.0
"('solar2', 4, 5)",solar2,4,5,0.0
"('ng2', 4, 5)",ng2,4,5,0.0
"('wind2', 4, 5)",wind2,4,5,32.440148544896
"('ng1', 4, 5)",ng1,4,5,50.5004224193545
"('ng4', 4, 5)",ng4,4,5,0.0
"('wind1', 4, 5)",wind1,4,5,5.28426253101121
"('solar1', 4, 6)",solar1,4,6,0.0
"('ng3', 4, 6)",ng3,4,6,400.0
"('ng0', 4, 6)",ng0,4,6,200.0
"('wind0', 4, 6)",wind0,4,6,34.8510111376948
"('solar0', 4, 6)",solar0,4,6,0.0
"('solar2', 4, 6)",solar2,4,6,0.0
"('ng2', 4, 6)",ng2,4,6,0.0
"('wind2', 4, 6)",wind2,4,6,33.177338924775
"('ng1', 4, 6)",ng1,4,6,35.1629653828918
"('ng4', 4, 6)",ng4,4,6,0.0
"('wind1', 4, 6)",wind1,4,6,4.66648953680972
"('solar1', 5, 1)",solar1,5,1,0.0
"('ng3', 5, 1)",ng3,5,1,400.0
"('ng0', 5, 1)",ng0,5,1,200.0
"('wind0', 5, 1)",wind0,5,1,33.5029498071184
"('solar0', 5, 1)",solar0,5,1,0.0
"('solar2', 5, 1)",solar2,5,1,0.0
"('ng2', 5, 1)",ng2,5,1,0.0
"('wind2', 5, 1)",wind2,5,1,35.2242938769406
"('ng1', 5, 1)",ng1,5,1,50.8931266201174
"('ng4', 5, 1)",ng4,5,1,0.0
"('wind1', 5, 1)",wind1,5,1,4.69943824902206
"('solar1', 5, 2)",solar1,5,2,0.0
"('ng3', 5, 2)",ng3,5,2,400.0
"('ng0', 5, 2)",ng0,5,2,200.0
"('wind0', 5, 2)",wind0,5,2,35.3806482264638
"('solar0', 5, 2)",solar0,5,2,0.0
"('solar2', 5, 2)",solar2,5,2,0.0
"('ng2', 5, 2)",ng2,5,2,0.0
"('wind2', 5, 2)",wind2,5,2,36.3516083059705
"('ng1', 5, 2)",ng1,5,2,54.2350480375128
"('ng4', 5, 2)",ng4,5,2,0.0
"('wind1', 5, 2)",wind1,5,2,5.5064520474882
"('solar1', 5, 3)",solar1,5,3,0.0
"('ng3', 5, 3)",ng3,5,3,400.0
"('ng0', 5, 3)",ng0,5,3,200.0
"('wind0', 5, 3)",wind0,5,3,37.4167512482464
"('solar0', 5, 3)",solar0,5,3,0.0
"('solar2', 5, 3)",solar2,5,3,0.0
"('ng2', 5, 3)",ng2,5,3,0.0
"('wind2', 5, 3)",wind2,5,3,36.4940398564365
"('ng1', 5, 3)",ng1,5,3,43.316519403073
"('ng4', 5, 3)",ng4,5,3,0.0
"('wind1', 5, 3)",wind1,5,3,5.31087596608458
"('solar1', 5, 4)",solar1,5,4,0.0
"('ng3', 5, 4)",ng3,5,4,400.0
"('ng0', 5, 4)",ng0,5,4,200.0
"('wind0', 5, 4)",wind0,5,4,40.1244126834648
"('solar0', 5, 4)",solar0,5,4,0.0
"('solar2', 5, 4)",solar2,5,4,0.0
"('ng2', 5, 4)",ng2,5,4,0.0
"('wind2', 5, 4)",wind2,5,4,31.7417603853713
"('ng1', 5, 4)",ng1,5,4,57.9311436403143
"('ng4', 5, 4)",ng4,5,4,0.0
"('wind1', 5, 4)",wind1,5,4,4.5635840871668
"('solar1', 5, 5)",solar1,5,5,0.0
"('ng3', 5, 5)",ng3,5,5,400.0
"('ng0', 5, 5)",ng0,5,5,200.0
"('wind0', 5, 5)",wind0,5,5,39.7756563976253
"('solar0', 5, 5)",solar0,5,5,0.0
"('solar2', 5, 5)",solar2,5,5,0.0
"('ng2', 5, 5)",ng2,5,5,0.0
"('wind2', 5, 5)",wind2,5,5,27.9764708303386
"('ng1', 5, 5)",ng1,5,5,47.8341593216614
"('ng4', 5, 5)",ng4,5,5,0.0
"('wind1', 5, 5)",wind1,5,5,3.61807922541071
"('solar1', 5, 6)",solar1,5,6,0.0
"('ng3', 5, 6)",ng3,5,6,400.0
"('ng0', 5, 6)",ng0,5,6,200.0
"('wind0', 5, 6)",wind0,5,6,45.5548879953124
"('solar0', 5, 6)",solar0,5,6,0.0
"('solar2', 5, 6)",solar2,5,6,0.0
"('ng2', 5, 6)",ng2,5,6,0.0
"('wind2', 5, 6)",wind2,5,6,26.8730923187106
"('ng1', 5, 6)",ng1,5,6,16.289745570072
"('ng4', 5, 6)",ng4,5,6,0.0
"('wind1', 5, 6)",wind1,5,6,3.84738812351025
"('solar1', 6, 1)",solar1,6,1,0.0
"('ng3', 6, 1)",ng3,6,1,400.0
"('ng0', 6, 1)",ng0,6,1,200.0
"('wind0', 6, 1)",wind0,6,1,47.0982927110474
"('solar0', 6, 1)",solar0,6,1,0.0
"('solar2', 6, 1)",solar2,6,1,0.0
"('ng2', 6, 1)",ng2,6,1,0.0
"('wind2', 6, 1)",wind2,6,1,28.7431058760393
"('ng1', 6, 1)",ng1,6,1,89.4422675079769
"('ng4', 6, 1)",ng4,6,1,0.0
"('wind1', 6, 1)",wind1,6,1,4.34908803867584
"('solar1', 6, 2)",solar1,6,2,0.0
"('ng3', 6, 2)",ng3,6,2,400.0
"('ng0', 6, 2)",ng0,6,2,200.0
"('wind0', 6, 2)",wind0,6,2,49.1891387317558
"('solar0', 6, 2)",solar0,6,2,0.0
"('solar2', 6, 2)",solar2,6,2,0.0
"('ng2', 6, 2)",ng2,6,2,0.0
"('wind2', 6, 2)",wind2,6,2,28.4259932502109
"('ng1', 6, 2)",ng1,6,2,103.337522967645
"('ng4', 6, 2)",ng4,6,2,0.0
"('wind1', 6, 2)",wind1,6,2,5.17688222765932
"('solar1', 6, 3)",solar1,6,3,0.0
"('ng3', 6, 3)",ng3,6,3,400.0
"('ng0', 6, 3)",ng0,6,3,200.0
"('wind0', 6, 3)",wind0,6,3,48.7912608614603
"('solar0', 6, 3)",solar0,6,3,0.0
"('solar2', 6, 3)",solar2,6,3,0.0
"('ng2', 6, 3)",ng2,6,3,0.0
"('wind2', 6, 3)",wind2,6,3,28.1349622677402
"('ng1', 6, 3)",ng1,6,3,136.11087976224
"('ng4', 6, 3)",ng4,6,3,0.0
"('wind1', 6, 3)",wind1,6,3,3.53760195183036
"('solar1', 6, 4)",solar1,6,4,0.0
"('ng3', 6, 4)",ng3,6,4,400.0
"('ng0', 6, 4)",ng0,6,4,200.0
"('wind0', 6, 4)",wind0,6,4,49.1643395565637
"('solar0', 6, 4)",solar0,6,4,0.0
"('solar2', 6, 4)",solar2,6,4,0.0
"('ng2', 6, 4)",ng2,6,4,0.0
"('wind2', 6, 4)",wind2,6,4,31.5870981259645
"('ng1', 6, 4)",ng1,6,4,111.445735211828
"('ng4', 6, 4)",ng4,6,4,0.0
"('wind1', 6, 4)",wind1,6,4,3.62266459108396
"('solar1', 6, 5)",solar1,6,5,0.0
"('ng3', 6, 5)",ng3,6,5,400.0
"('ng0', 6, 5)",ng0,6,5,200.0
"('wind0', 6, 5)",wind0,6,5,49.9959724581037
"('solar0', 6, 5)",solar0,6,5,0.0
"('solar2', 6, 5)",solar2,6,5,0.0
"('ng2', 6, 5)",ng2,6,5,0.0
"('wind2', 6, 5)",wind2,6,5,33.4645539653596
"('ng1', 6, 5)",ng1,6,5,85.6089471322138
"('ng4', 6, 5)",ng4,6,5,0.0
"('wind1', 6, 5)",wind1,6,5,3.61970784968113
"('solar1', 6, 6)",solar1,6,6,0.0
"('ng3', 6, 6)",ng3,6,6,400.0
"('ng0', 6, 6)",ng0,6,6,200.0
"('wind0', 6, 6)",wind0,6,6,45.6723633413718
"('solar0', 6, 6)",solar0,6,6,0.0
"('solar2', 6, 6)",solar2,6,6,0.0
"('ng2', 6, 6)",ng2,6,6,0.0
"('wind2', 6, 6)",wind2,6,6,31.9031487182732
"('ng1', 6, 6)",ng1,6,6,119.20331605936
"('ng4', 6, 6)",ng4,6,6,0.0
"('wind1', 6, 6)",wind1,6,6,2.5865932781915
"('solar1', 7, 1)",solar1,7,1,0.0
"('ng3', 7, 1)",ng3,7,1,400.0
"('ng0', 7, 1)",ng0,7,1,200.0
"('wind0', 7, 1)",wind0,7,1,49.6742038132055
"('solar0', 7, 1)",solar0,7,1,0.0
"('solar2', 7, 1)",solar2,7,1,0.0
"('ng2', 7, 1)",ng2,7,1,0.0
"('wind2', 7, 1)",wind2,7,1,29.7901580296298
"('ng1', 7, 1)",ng1,7,1,143.259237788457
"('ng4', 7, 1)",ng4,7,1,0.0
"('wind1', 7, 1)",wind1,7,1,2.57985539379356
"('solar1', 7, 2)",solar1,7,2,0.0
"('ng3', 7, 2)",ng3,7,2,400.0
"('ng0', 7, 2)",ng0,7,2,200.0
"('wind0', 7, 2)",wind0,7,2,43.8587524598064
"('solar0', 7, 2)",solar0,7,2,0.0
"('solar2', 7, 2)",solar2,7,2,0.0
"('ng2', 7, 2)",ng2,7,2,9.98431127717926
"('wind2', 7, 2)",wind2,7,2,30.1066774913344
"('ng1', 7, 2)",ng1,7,2,150.0
"('ng4', 7, 2)",ng4,7,2,0.0
"('wind1', 7, 2)",wind1,7,2,3.69531953334559
"('solar1', 7, 3)",solar1,7,3,0.0
"('ng3', 7, 3)",ng3,7,3,400.0
"('ng0', 7, 3)",ng0,7,3,200.0
"('wind0', 7, 3)",wind0,7,3,48.5355768295241
"('solar0', 7, 3)",solar0,7,3,0.0
"('solar2', 7, 3)",solar2,7,3,0.0
"('ng2', 7, 3)",ng2,7,3,2.25586178583582
"('wind2', 7, 3)",wind2,7,3,28.5035508402597
"('ng1', 7, 3)",ng1,7,3,150.0
"('ng4', 7, 3)",ng4,7,3,0.0
"('wind1', 7, 3)",wind1,7,3,5.15828383685287
"('solar1', 7, 4)",solar1,7,4,0.0
"('ng3', 7, 4)",ng3,7,4,400.0
"('ng0', 7, 4)",ng0,7,4,200.0
"('wind0', 7, 4)",wind0,7,4,59.5370876096612
"('solar0', 7, 4)",solar0,7,4,0.0
"('solar2', 7, 4)",solar2,7,4,0.0
"('ng2', 7, 4)",ng2,7,4,0.0
"('wind2', 7, 4)",wind2,7,4,26.4070843465724
"('ng1', 7, 4)",ng1,7,4,131.676833950956
"('ng4', 7, 4)",ng4,7,4,0.0
"('wind1', 7, 4)",wind1,7,4,5.04501761859947
"('solar1', 7, 5)",solar1,7,5,0.0
"('ng3', 7, 5)",ng3,7,5,400.0
"('ng0', 7, 5)",ng0,7,5,200.0
"('wind0', 7, 5)",wind0,7,5,54.7868382492264
"('solar0', 7, 5)",solar0,7,5,0.0
"('solar2', 7, 5)",solar2,7,5,0.0
"('ng2', 7, 5)",ng2,7,5,0.0
"('wind2', 7, 5)",wind2,7,5,24.287038358493
"('ng1', 7, 5)",ng1,7,5,137.481481897064
"('ng4', 7, 5)",ng4,7,5,0.0
"('wind1', 7, 5)",wind1,7,5,3.6557002593288
"('solar1', 7, 6)",solar1,7,6,0.0
"('ng3', 7, 6)",ng3,7,6,400.0
"('ng0', 7, 6)",ng0,7,6,200.0
"('wind0', 7, 6)",wind0,7,6,48.6844008041854
"('solar0', 7, 6)",solar0,7,6,0.0
"('solar2', 7, 6)",solar2,7,6,0.0
"('ng2', 7, 6)",ng2,7,6,41.2385122326828
"('wind2', 7, 6)",wind2,7,6,21.3901046340549
"('ng1', 7, 6)",ng1,7,6,150.0
"('ng4', 7, 6)",ng4,7,6,0.0
"('wind1', 7, 6)",wind1,7,6,4.48983340751992
"('solar1', 8, 1)",solar1,8,1,0.0
"('ng3', 8, 1)",ng3,8,1,400.0
"('ng0', 8, 1)",ng0,8,1,200.0
"('wind0', 8, 1)",wind0,8,1,50.0486282706531
"('solar0', 8, 1)",solar0,8,1,0.0
"('solar2', 8, 1)",solar2,8,1,0.0
"('ng2', 8, 1)",ng2,8,1,28.3846716079974
"('wind2', 8, 1)",wind2,8,1,19.4631424972498
"('ng1', 8, 1)",ng1,8,1,150.0
"('ng4', 8, 1)",ng4,8,1,0.0
"('wind1', 8, 1)",wind1,8,1,4.22150265743651
"('solar1', 8, 2)",solar1,8,2,0.0
"('ng3', 8, 2)",ng3,8,2,400.0
"('ng0', 8, 2)",ng0,8,2,200.0
"('wind0', 8, 2)",wind0,8,2,48.7605849259252
"('solar0', 8, 2)",solar0,8,2,0.0
"('solar2', 8, 2)",solar2,8,2,0.0
"('ng2', 8, 2)",ng2,8,2,11.7909195037974
"('wind2', 8, 2)",wind2,8,2,18.8812005842396
"('ng1', 8, 2)",ng1,8,2,150.0
"('ng4', 8, 2)",ng4,8,2,0.0
"('wind1', 8, 2)",wind1,8,2,3.60027477657344
"('solar1', 8, 3)",solar1,8,3,0.0
"('ng3', 8, 3)",ng3,8,3,400.0
"('ng0', 8, 3)",ng0,8,3,200.0
"('wind0', 8, 3)",wind0,8,3,36.0120161819605
"('solar0', 8, 3)",solar0,8,3,0.0
"('solar2', 8, 3)",solar2,8,3,0.0
"('ng2', 8, 3)",ng2,8,3,40.9207058092395
"('wind2', 8, 3)",wind2,8,3,16.7912553425636
"('ng1', 8, 3)",ng1,8,3,150.0
"('ng4', 8, 3)",ng4,8,3,0.0
"('wind1', 8, 3)",wind1,8,3,2.19974040089772
"('solar1', 8, 4)",solar1,8,4,0.0
"('ng3', 8, 4)",ng3,8,4,400.0
"('ng0', 8, 4)",ng0,8,4,200.0
"('wind0', 8, 4)",wind0,8,4,31.1526513006811
"('solar0', 8, 4)",solar0,8,4,0.0
"('solar2', 8, 4)",solar2,8,4,0.0
"('ng2', 8, 4)",ng2,8,4,6.39961561235715
"('wind2', 8, 4)",wind2,8,4,15.845330882385
"('ng1', 8, 4)",ng1,8,4,150.0
"('ng4', 8, 4)",ng4,8,4,0.0
"('wind1', 8, 4)",wind1,8,4,1.76001357802442
"('solar1', 8, 5)",solar1,8,5,0.0
"('ng3', 8, 5)",ng3,8,5,400.0
"('ng0', 8, 5)",ng0,8,5,200.0
"('wind0', 8, 5)",wind0,8,5,27.4538395344885
"('solar0', 8, 5)",solar0,8,5,0.0
"('solar2', 8, 5)",solar2,8,5,0.0
"('ng2', 8, 5)",ng2,8,5,36.7606001588054
"('wind2', 8, 5)",wind2,8,5,14.0400393130522
"('ng1', 8, 5)",ng1,8,5,150.0
"('ng4', 8, 5)",ng4,8,5,0.0
"('wind1', 8, 5)",wind1,8,5,2.32159059887043
"('solar1', 8, 6)",solar1,8,6,0.0
"('ng3', 8, 6)",ng3,8,6,400.0
"('ng0', 8, 6)",ng0,8,6,200.0
"('wind0', 8, 6)",wind0,8,6,15.973720135867
"('solar0', 8, 6)",solar0,8,6,0.0
"('solar2', 8, 6)",solar2,8,6,0.0
"('ng2', 8, 6)",ng2,8,6,20.1596483130379
"('wind2', 8, 6)",wind2,8,6,10.0659222548909
"('ng1', 8, 6)",ng1,8,6,150.0
"('ng4', 8, 6)",ng4,8,6,0.0
"('wind1', 8, 6)",wind1,8,6,1.94496416385817
