,1,2,3,4,5
ng0,200.0,0.0,0.0,0.0,0.0
ng1,150.0,0.0,0.0,0.0,0.0
ng2,150.0,0.0,0.0,0.0,0.0
ng3,400.0,0.0,0.0,0.0,0.0
ng4,150.0,0.0,0.0,0.0,0.0
