,1,2,3,4,5,Pmax0,nlcost,Pmax1,Pmax2,Pmax3,Pmax4,Pmax5,nblock
ng0,25.9,0.0,0.0,0.0,0.0,0.0,420.0,200.0,0.0,0.0,0.0,0.0,1.0
ng1,65.0,0.0,0.0,0.0,0.0,0.0,750.0,150.0,0.0,0.0,0.0,0.0,1.0
ng2,102.26666666666667,0.0,0.0,0.0,0.0,0.0,1300.0,150.0,0.0,0.0,0.0,0.0,1.0
ng3,28.0,0.0,0.0,0.0,0.0,0.0,800.0,400.0,0.0,0.0,0.0,0.0,1.0
ng4,135.2,0.0,0.0,0.0,0.0,0.0,1320.0,150.0,0.0,0.0,0.0,0.0,1.0
